리뷰,별점
"가족영화로 넘 잘 보았습니다. 스토리도 모르고 기대도 없이 봤는데 괜찮네요. 심지어 8살 아들이 언제 끝나냐고 묻지도 않고, 눈물도 펑펑 흘렸어요. 저도 중간중간 울었구요.. 그 전엔 디즈니같은 대작만 봤는데 이런 반응일줄은 몰랐고 진짜 깜짝 놀랐습니다. 강아지들 정말 귀엽고 초등 남아들도 모두 잘 보았습니다. 저희 아이들 강아지 피하는 아이들인데도 좋아했어요. 가족 영화로 재미있고 정말 추천입니다!! 고민하시는 분 꼭 보세요~~^^",10
배우님들 연기가 완전 짱이다!!,10
개인적으로 좀 지루했음.  스토리가 거기서 거기라는 생각이 드는건 나뿐이가,6
ㅂㅊ애니 그대로 틀고 계속 반복하고 엔딩 계속 중간에 나올거면 영화로 왜 만든거냐,1
재밌네요! 액션도 리얼하고.. 볼만합니다!,8
영화를 만들어야지 퀴즈내고있노 ㅆㅎㅌㅊ  노잼,2
저번 저스티스 리그의 답답함을 날려버리는 영화,10
"정말 재밌는데 운이 좀 필요,뒷자리에 타쿠가 앉는다면오열, 일본어, 악취 3연타에정신을 차리지못하고 내용을 흘려보내게 되며, 개빡친다 그냥",10
고양이 나온 뒤로 스토리 이상해짐,6
개인적으로 재밌게본거같음,10
신고,1
간만에 감동이 쓰나미~,10
걍 그럭저럭임 내용이 조오온나 유치함,4
아 진짜 시작부터 끝까지 개웃기네 ㅋㅋ 너무 잼꼬 웃김,10
기대했던 만큼 재미있다,10
연출과 영상미가 너무 좋네요,10
어린시절...대충 스토리는 알고있었는데..아~~감동까지..너무 재밌게 잘봤어요^^,10
드라이브마이카도 그랬지만 하루키 소설을 영상으로 그대로 옮겨놓은 듯한 놀라운 경험. 주인공은 하루키 그 자체더라.. 짧지만 놀라운 경험을 주는 영화. 외로움과 고독이 다르다는 것. 어떤 사람에겐 옷이 그 사람 자체일 수 있다는 것.,8
영화 자체의 특징은 전혀 없이 겉만 그럴듯하다.,4
이번작은 개연성을 떨어지고 산만했다.큐슈에서 일본투어 애니매이션 소개느낌,6
"날씨의 아이보고 엉엉 울었는데 이번 작품에 어느 부분에서 감동을 끌어올릴 수 있을까 라는 생각이 잠시들었으나 쇼타의 안타까운 상황과 쇼타 를 위해 적극적으로 움직이는 스즈메의 모습이 인상적이어서 눈물이 났습니다. 어떻게 이런 이야기를 제작할 수 있으셨는지정말 대박입니다날씨의 아이, 너의 이름은 좋아하신다면 만족할 영화입니다 꼭 보세요!작가님 처음으로 애니메이션 팬이 되었습니다. 미니 만화책과 큰 포스트까지 너무 좋네요 역시 작가님입니다!좋은 작품 감사드립니다!",10
최고 그저 최고. 그 이상의 말은 필요없다.,10
저는 개인적으로 인생 최고 영화 안에 들어갈 작품이라고 느낍니다..개연성이 부족하다는 분들이 많던데 개연성과 별개로 작화와 ost는 정말 말할 것도 없이 최고였고요 개연성은 티가 날 정도로 어색하지 않으니 저와 비슷하신 분들은 장담하는데 정말 인생 최고의 영화가 될거에요 무조건 영화관에서 보세요!!! 다음작도 너무 기대됩니다...ㅎㅎ,10
"아오이 유우의 매력에 많이 기대곤 있지만 충분히 좋았던 시절의 일본영화, 청춘영화의 전형.",7
"여운이 많이 남아 극장 나오면서도 울었습니다,,펑펑 울고싶은 분에게 추천드립니다",10
남편이 옆에서 울었어요,10
작화도 너무 아름답고 메인 OST도 소름돋게 좋았음 ㅠㅠㅠ 벌써부터 다음 신작으로는 어떤 걸 들고 올지 너무 기대됨 ㅠㅜㅜ,10
대사가 좋아서 감동받앗어요,10
너무 지루했음. 잼민이많아서 시끄러움. 내용도 딱히,1
스즈메 문단속하는 폼 미쳤다..,10
심장이 두근거려도 이를 악물고 잘난척을 한다,10
요즘 영화와 틀린 감정이 느껴지는 명작,10
이건 왜 만든걸까요??,1
와 그냥 이거 꼭보세요 지렸으니까,10
솔직히 그렇게까지 좋은 지 모르겠음.정신사나운 액션물. 올드하고 부분부분 ost 가 분위기을 조금 깨는 듯.,6
신고,10
볼거리는 진짜 좋은데 CG라는 약간의 소통장벽이 느껴지고 스토리가 좀 식상함.,8
재능도 있었지만 인복까지 있었던듯,9
보는 내내 정말 많은 생각이 들었다. 미소와 하은이 서로를 생각하는 마음이 너무 아름답고 한편으로 가슴아팠다. 마냥 아름답지 않았던게 너무 마음이 아프지만 이 영화를 사랑하게되는 이유아닐까? 하여튼 시간가는줄 모르고봤다..! 특히 진우의 집에서의 미소와 하은의 감정씬 보러 영화 또볼거다!!!ㅎㅎㅎ,10
"어쩌다 이렇게 되어버렸지만, 어쩌면 그럴지도 모르는.. 누구도 모르는 둘만의 이야기",7
시니컬함을 가장한 따뜻함인생 영화,10
끝나갈 때 쯤 대사가 나의 복잡한 생각을 조금이나마 편안하게 해주었다. 재미만으로는 흥행 한 영화가 아나란 것을 느꼈다.,9
"이 영화가 인기없는 이유를 모르겠어요 너무 재밌게봤어요 !!시작부터 끝까지 긴장감,몰입감 최고!!최근 본 영화중에 제일 재밌게봤어요",10
신고,10
"너무너무 재밌어서 2회차했는데 또 볼라고요. 갠적으로 너의이름,날씨의아이보다 더 재밌었어요. 미미즈 나올때 위압감과 경외감이 ㄷㅡ",10
장르가 왜 코미디인지 모르겠음.,2
내용 깊숙히 들어있는 재난의 아픔… 압도적인 영상미와 ost가 너무 좋았다,10
OST때문에 소름이 돋음영화 자체도 너무 재밌었습니다스토리는 뻔한 느낌이 있지만 미친 작화가 씹어먹어버림 초반에 느꼈던 신선한 소재가 인상 깊었음,10
영화를 보는 내내 훈훈했어요!배우들의 연기력도 좋네요.주말 여유있는 시간에 힐링했네요. ^^,10
간만에 재밌게 잘 봤어요,10
신고,10
솔직히 예고편 지려서 기대좀 했는데 생각보단 별로임 그냥 그럼,7
다시 보고 싶은 영화...,10
경찰은 무능하고 이야기는 산으로 가는 어이없는 이야기,4
최근 마블 영화들 보다는 재밌다는건 팩트다.,7
이건 ㄹㅈㄷ 살짝 뇌절이긴 한데 미쳣어요 하 제발 꼭 보세요ㅠㅠ 후유증 개 심함ㅠㅠ 앗 그리고 ost가 맛깔남..☆,10
일본 소녀감성 취향의 영화 감수성이 풍부하지만 살짝유치한것도 같았음,7
하 한국영화에경례 좀 뺄수업나손이 오그라든다 진짜 ㅡㅡ지겹다 상호간의 예의,6
하 한국영화에경례 좀 뺄수업나손이 오그라든다 진짜 ㅡㅡ지겹다 상호간의 예의,6
하 한국영화에경례 좀 뺄수업나손이 오그라든다 진짜 ㅡㅡ지겹다 상호간의 예의,6
하 한국영화에경례 좀 뺄수업나손이 오그라든다 진짜 ㅡㅡ지겹다 상호간의 예의,6
킬링 타임용 정도는 된다.,6
코엔 형제의 천재성에 감탄과 총성의 결과에 극명한  운명들,10
대니 글러버가 돈이 급했나 보네.,3
너무재미있어요 최고요 본지는좀됬어요,10
피해자 코스프레보다는 그 시대의 주민들의 삶을 보여주는듯. 태극기 부분이 좀 빠르게 지나갔음. 조금 길었으면 스즈가  참회하는 거 알수 있을텐데.,10
"개연성도 어느정도 있고 피식할 요소가 많음 ㅎㅎ취향에 따라 나뉘겠지만, 8점 정도 받아도 괜찮을 것 같음",10
볼만합니다...,8
진짜 너무 재미가없습니다.,2
너무재미있어요 다시보고싶은 명장면요 최고요,10
가슴찡한 우정에  감동했어요.제 나이 50넘어 아직도 감성이 풍부한지보는내내 펑펑 울었어요간만에 잔잔하면서 감동적인 영화 잘받았어요. 강추입니다!,10
실제 같이 만들어서 초반은 흥미로웠는데 후반은 너무 뻔했다,6
"신카이 마코토 감독의 작품을 정말 좋아하고 내 롤모델인 만큼 너무 잘 봤음. 다만, 신화 내용을 바탕으로 해서 영화를 보기 전에 간단한 지식을 알고 봤다면 더 재밌었을듯.  원작이 소설인 만큼 소설을 보고 영화를 한번 더 보면 놓쳤던 부분을 새롭게 볼 수 있을것 같다. 신카이 마코토 감독 특유의 하늘, 빛 표현이 정말 아름다웠고, 너의 이름은때 부터 계속 OST 작업을 해 왔던 레드윔프스의 노래가 정말 좋았던것 같음. 노래 나올때 소름이 쫙 돋을 정도. 몇번은 더 보고 싶을 정도이고, 날씨의 아이 뺨치는 여운이 남았던것 같음!",10
너무재미있어요 게속나오면요 다시보고싶은 명장면요 최고요,10
역시...믿고 보는 버틀러표 액숀영화!! 나름 추천!!,8
안 보면 후회합니다  감동적이예요 ㅠㅠ,10
여주 현재 연기력 늘긴함???,2
기대했지만 그만큼 너무너무 재밌어요 처음에는 엄청 긴장감 넘치고 그러지만 중간에는 조금 지루했어요 근데 마지막에 감동물결 입니다 이 영화 너무 추천합니다!!,8
"영화의 의도가 뭔지도 모르겠고 잔인하고 불쾌하기만 함. 세월호는 뜬금없이 왜....  개연성도 없고, 보는게 시간낭비.... 미안하지만 영화 너무 못만듦",1
"스즈메가 왜 목숨까지 걸면서 문닫고다닌건지 모르는 사람들은 영화 안본거나 마찬가지;; 스즈메 캐릭터 자체가 재난으로 인한 피해자. 애초에 살고자하는 확고한 마음도 없었는데 소타 만나고 직접 문닫고 다니면서 그 문들과 관련된 과거 사람들의 추억을 직접 느끼게되면서 살고자하는 희망이 생긴걸 보여준건데... 리뷰들 보면 죄다 무슨 성인미자 이러고있던데 솔직히 스즈메 혼자 일방적으로 사랑이란 감정을 비추고있고 소타는 스즈메를 세상을 살리는 일을 함께한 전우, 본인을 구해준 사람 그 이상이하도 아닌거 딱보이는데 왜 다 욕만하지.. 의식도 없던 의자한테 스즈메가 뽀뽀한거때문에 그럼??? 이거이거 남녀가 같이있으면 다 사귄다고 할 인간들이네",9
신고,10
와 OO전 영화의 유머코드가 전혀 올드하지 않네요 깔깔 웃으며 진짜 재밌게 봤어요 요즘은 이렇게 부담없이 웃음과 감동을 촘촘하게 버무린 영화가 잘 안 나와서 아쉬워요,10
최고의 한국식 오컬트영화,10
신카이마코토 신작응원합니다,10
DC의 부활에는 아직 시간이 더 필요하지만...가족영화로서는 좋은 내용이였다.,7
생각보다 재밌음 ㅎㅎ 제임스 건 영향이 많은 듯,8
신고,8
진짜 마지막 장면의 여운이 가시지 않네요 막판 은 정말 몰입도가 장난 아니에요 ㅠㅠ 영화관에서 대성통곡 할뻔했는데 꾹꾹 눌러담느라 힘들었습니다,10
스토리는 신선영상미는 괜찮연출은 약간 3류 영화같은 느낌에 흔한 미국 영웅만들기 식,6
믿어주고 기다려주는 사람이 옆에 있다는 게 얼마나 큰 행운인가.나도 주변 사람들에게 그런 사람이 되고 싶다,10
영화관에서 안보면 후회할정도..,10
기다린 보람이 있는 영화.,10
나만 당할순 없다! 다들 보세요~,10
론나 쩔어요 진짜 ㄹㅇ로,10
어렸을때 보고 다시 보고 싶어서 또 봤는데 너무 재미있었어요,10
고양이 처음에 나쁜넘인줄 알았는데 아니였음 굿,10
요근래 본것중 제일 재밋음,10
꽤 볼만해서 좋았어요 짱이다,10
죽은 시인의 사회 표절작카르페디엠 표절작,2
원작 모르고 보면 충격적인 전개 재밌다,10
'너의 이름은'의 감독인 신카이 마코토의 작품영상미 OST 연출 등 만족스러움하지만 스토리는 관객들을 얕보고 있다.캐릭터 간의 얽힌 서사들이 이해가 되질 않았다.하얀 고양이는 왜 스즈메에게 관심을 보이며 헌신할까?,6
그냥 쏘쏘가 아닌 그냥 써치 뭐 이 장르는 계속 이렇게 가도 한동안은 해 먹겠다.,8
애니메이션임을 감안하고 본다면 볼만합니다. 솔직히 재미있어요. 나름 여러 생각이 들기도하구요. 영화값이 아깝진 않네요. 추천드립니다.,10
최소 10년이상은 넘을 작품이 나오지못할것같음.,10
색감이나 분위기만 좋음 영화,1
1점도 아깝.. 배우가 아깝다,1
"젠더 담론을 끌어와놓고, 단 한순간도 영화에 맞게 활용하지 않는 것도 능력이라면 능력",5
뻔할수록 빠져드는 하이틴 영화,9
그 무엇으로도 채울 수 없는 공간.,9
가족들과 정말 즐겁게 봤습니다!  다양성에 대해 재밌게 배울 수 있었네요~~!,10
흔하지 않지만 그럴거 같은 나였으면 좋겠다^^,10
소울메이트,8
그냥저냥 볼만했어요.. 생각보다 깊은 감동은 없었어요,6
최고에요. 자전거타고 학교가는게 인상적입니다.,10
간만에 감동적이였음ㅜㅜ,10
너의 이름은 보다 더 재밌었습니다진짜 꿀잼이었습니다,10
"감독님이 과학적 고증을 디테일하게 고려하지 않았다는 것이 영상 곳곳에 묻어납니다.처음부터 끝까지 정말 불편하게 만드네요.그리고 각 등장인물의 대사도 상황에 맞지않는게 많습니다.그래픽만 좋았을뿐, 연출에서의 과학적 고증의 부족함, 스토리 전개도 뭔가 합당하지가 않네요.그냥 뇌빼고 그래픽만 즐기실 분만 보세요. 한번 불편한거 잡기 시작하니 끝도없이 잡히네요.",4
재미는 있는데 뭔 내용인지 모르겠음,6
많은 생각을 하게 하는 영화,9
손과 발에서 땀이...,7
날 울렸으니 10점 드림,10
정말 재미있게 봤습니다. 지루하지 않더군요. 날씨의 아이보다 나았다고 생각합니다.,10
억지감동 노잼 지루 영화관 뛰쳐 나오고싶었음,1
"눈으론 산해진미.. 머릿속은… 뇌를 비우고 보면 멋있고 재밌고 감동 있어 보이긴함.. 근디.. 애초에 스즈메가 열어서 시작한건지? 아니면 누군가 열지 않아도 자동으로 벌컥 하고 열릴문을 미리 연것 뿐인지? 남자애는 열릴줄 어떻게 알고 향하고 있었던 것인지? 알면 왜 굳이 길을 물은 것인지? 묘석의 크기는 왜 다른지? 뽑는다고 그냥 뽑힐 애였는지? 시대별로 묘석을 지역을 바꿔서 꼽았다면 앞으로는 묘석이 없어도 괜찮은지, 원산지에 꼽아서? 왜 스즈메의 감정에 따라 몸상태가 변하는지? 꼭 남자애 가문 사람이 아니고 열쇠만 있으면 누구나 닫을수 있을것같은데 왜 굳이 혼자만 하고 다니는지? 열쇠는 하난지? 한번에 여러곳에서 열리면 어쩌려고? 왜 그 공간의 사람들이 살았던 소리를 들으며 저승문을 닫는지? 등등의 스토리가 진행되면서 계속 물음표 살인마가 되는 나를 느끼고… 그리고 애초에 스즈메가 남자애 얼굴에 홀려서 어떻게든 엮여보려고 들어가지않았다면 이렇게 떠돌지 않아도 되는거 아닌가.. 남자애만 개불쌍.. 스즈메한테 엮어주려규 의자로 변신시킨 기분.. 남자애가 의자로 변한거 뻔히 알면서 막 만지고.. 같이 먹자면서 의자에 앉아버리고.. 의자 발로 밟고.. 너무 무례함; 키워준 이모는 계속 무시하고.. 엄마 4년 보고 이모 14년? 봤으면 이모가 엄마아님? 이모가 널 위해 인생을 희생한거.. 이모도 26살에 4살짜리 애가 생긴거야.. 몰랐다고 하면 단가.. 여튼 스토리가 날 납득시키지 못했음 ㅠ 미안함 작화땜에 4점도 후하게 준거임… 자기가 묘석이 된다고 했으면 남자애 뽑은 순간에 자기가 땅에 박히던가.. 자기도 살고싶다고 하고… 남자애 얼굴만 보고 있네… 저러고 무슨 묘석한다고 지가… 고양이 양심찔려라 이거같은데 ㅠ 작고 마른 고양이는 요석 되도 괜찮아..? 저승에 있어도 괜찮아..? 니 사랑만 지키면 됨..? 어휴! 심란함 가득 안고 나옴 ㅠㅠ",4
